facility_name,latitude,longitude,observed_datetime,hour_of_day,day_of_week,is_weekend,is_holiday,capacity,base_rate_kes,traffic_delay_index,occupied_bays,occupancy_rate,is_available
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-06 15:00:00,15,3,0,0,50,100,1.0,44,0.8839,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-06 15:00:00,15,3,0,0,50,200,1.0,41,0.8121,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-06 15:00:00,15,3,0,0,50,50,1.0,42,0.8488,1
Student parking,-1.274479,36.805643,2026-08-06 15:00:00,15,3,0,0,50,100,1.0,45,0.8937,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-06 15:00:00,15,3,0,0,50,100,1.0,43,0.8505,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-06 15:00:00,15,3,0,0,50,100,1.0,41,0.8151,1
Unnamed Parking,-1.259848,36.8644681,2026-08-06 15:00:00,15,3,0,0,50,100,1.19,42,0.8412,1
Travel House Parking,-1.2861727,36.8214386,2026-08-06 15:00:00,15,3,0,0,50,100,1.18,42,0.8429,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-06 15:00:00,15,3,0,0,50,100,1.0,41,0.8204,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-06 15:00:00,15,3,0,0,50,100,1.0,41,0.8293,1
Parking B,-1.2806414,36.8128716,2026-08-06 15:00:00,15,3,0,0,50,100,1.0,49,0.9779,0
MAIN PACKING,-1.2803274,36.8127162,2026-08-06 15:00:00,15,3,0,0,50,100,1.0,45,0.8949,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-06 15:00:00,15,3,0,0,50,100,1.0,41,0.8264,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-06 16:00:00,16,3,0,0,50,100,1.0,45,0.9058,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-06 16:00:00,16,3,0,0,50,100,1.0,41,0.8233,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-06 16:00:00,16,3,0,0,50,100,1.0,47,0.9438,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-06 16:00:00,16,3,0,0,50,100,1.0,44,0.8796,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-06 16:00:00,16,3,0,0,50,100,1.0,42,0.8414,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-06 16:00:00,16,3,0,0,50,300,1.15,44,0.8858,1
Unnamed Parking,-1.25013,36.8202579,2026-08-06 16:00:00,16,3,0,0,50,100,1.16,36,0.7243,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-06 16:00:00,16,3,0,0,50,100,1.0,38,0.7599,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-06 16:00:00,16,3,0,0,50,200,1.0,38,0.7545,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-06 16:00:00,16,3,0,0,50,50,1.0,43,0.8614,1
Student parking,-1.274479,36.805643,2026-08-06 16:00:00,16,3,0,0,50,100,1.0,49,0.9886,0
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-06 16:00:00,16,3,0,0,50,100,1.0,50,1.0,0
Unnamed Parking,-1.2553877,36.8667692,2026-08-06 16:00:00,16,3,0,0,50,100,1.0,45,0.901,1
Unnamed Parking,-1.259848,36.8644681,2026-08-06 16:00:00,16,3,0,0,50,100,1.19,45,0.8901,1
Travel House Parking,-1.2861727,36.8214386,2026-08-06 16:00:00,16,3,0,0,50,100,1.18,35,0.7059,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-06 16:00:00,16,3,0,0,50,100,1.0,40,0.8066,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-06 16:00:00,16,3,0,0,50,100,1.0,39,0.787,1
Parking B,-1.2806414,36.8128716,2026-08-06 16:00:00,16,3,0,0,50,100,1.0,40,0.8003,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-06 16:00:00,16,3,0,0,50,100,1.0,42,0.8365,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-06 16:00:00,16,3,0,0,50,100,1.0,41,0.8122,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-06 17:00:00,17,3,0,0,50,100,1.0,27,0.5417,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-06 17:00:00,17,3,0,0,50,100,1.0,38,0.7598,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-06 17:00:00,17,3,0,0,50,100,1.0,31,0.6142,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-06 17:00:00,17,3,0,0,50,100,1.0,36,0.7191,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-06 17:00:00,17,3,0,0,50,100,1.0,43,0.8659,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-06 17:00:00,17,3,0,0,50,300,1.15,31,0.6264,1
Unnamed Parking,-1.25013,36.8202579,2026-08-06 17:00:00,17,3,0,0,50,100,1.16,25,0.4976,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-06 17:00:00,17,3,0,0,50,100,1.0,34,0.6771,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-06 17:00:00,17,3,0,0,50,200,1.0,39,0.7881,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-06 17:00:00,17,3,0,0,50,50,1.0,43,0.8567,1
Student parking,-1.274479,36.805643,2026-08-06 17:00:00,17,3,0,0,50,100,1.0,30,0.6016,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-06 17:00:00,17,3,0,0,50,100,1.0,37,0.7397,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-06 17:00:00,17,3,0,0,50,100,1.0,33,0.6628,1
Unnamed Parking,-1.259848,36.8644681,2026-08-06 17:00:00,17,3,0,0,50,100,1.19,35,0.6915,1
Travel House Parking,-1.2861727,36.8214386,2026-08-06 17:00:00,17,3,0,0,50,100,1.18,46,0.9115,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-06 17:00:00,17,3,0,0,50,100,1.0,29,0.5798,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-06 17:00:00,17,3,0,0,50,100,1.0,36,0.7203,1
Parking B,-1.2806414,36.8128716,2026-08-06 17:00:00,17,3,0,0,50,100,1.0,37,0.7374,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-06 17:00:00,17,3,0,0,50,100,1.0,39,0.7869,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-06 17:00:00,17,3,0,0,50,100,1.0,35,0.7078,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-06 18:00:00,18,3,0,0,50,100,1.0,36,0.7246,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-06 18:00:00,18,3,0,0,50,100,1.0,33,0.6687,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-06 18:00:00,18,3,0,0,50,100,1.0,36,0.7215,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-06 18:00:00,18,3,0,0,50,100,1.0,34,0.6725,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-06 18:00:00,18,3,0,0,50,100,1.0,37,0.7497,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-06 18:00:00,18,3,0,0,50,300,1.15,34,0.6704,1
Unnamed Parking,-1.25013,36.8202579,2026-08-06 18:00:00,18,3,0,0,50,100,1.16,37,0.7302,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-06 18:00:00,18,3,0,0,50,100,1.0,35,0.6977,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-06 18:00:00,18,3,0,0,50,200,1.0,40,0.7901,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-06 18:00:00,18,3,0,0,50,50,1.0,35,0.6959,1
Student parking,-1.274479,36.805643,2026-08-06 18:00:00,18,3,0,0,50,100,1.0,28,0.5582,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-06 18:00:00,18,3,0,0,50,100,1.0,40,0.801,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-06 18:00:00,18,3,0,0,50,100,1.0,31,0.6275,1
Unnamed Parking,-1.259848,36.8644681,2026-08-06 18:00:00,18,3,0,0,50,100,1.19,32,0.6477,1
Travel House Parking,-1.2861727,36.8214386,2026-08-06 18:00:00,18,3,0,0,50,100,1.18,33,0.6523,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-06 18:00:00,18,3,0,0,50,100,1.0,40,0.81,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-06 18:00:00,18,3,0,0,50,100,1.0,26,0.5291,1
Parking B,-1.2806414,36.8128716,2026-08-06 18:00:00,18,3,0,0,50,100,1.0,48,0.951,0
MAIN PACKING,-1.2803274,36.8127162,2026-08-06 18:00:00,18,3,0,0,50,100,1.0,39,0.7845,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-06 18:00:00,18,3,0,0,50,100,1.0,36,0.7179,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-06 19:00:00,19,3,0,0,50,100,1.0,20,0.3956,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-06 19:00:00,19,3,0,0,50,100,1.0,21,0.4228,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-06 19:00:00,19,3,0,0,50,100,1.0,22,0.4417,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-06 19:00:00,19,3,0,0,50,100,1.0,23,0.4516,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-06 19:00:00,19,3,0,0,50,100,1.0,22,0.4444,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-06 19:00:00,19,3,0,0,50,300,1.15,20,0.4072,1
Unnamed Parking,-1.25013,36.8202579,2026-08-06 19:00:00,19,3,0,0,50,100,1.16,19,0.3842,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-06 19:00:00,19,3,0,0,50,100,1.0,19,0.3879,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-06 19:00:00,19,3,0,0,50,200,1.0,19,0.3844,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-06 19:00:00,19,3,0,0,50,50,1.0,25,0.4907,1
Student parking,-1.274479,36.805643,2026-08-06 19:00:00,19,3,0,0,50,100,1.0,22,0.4475,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-06 19:00:00,19,3,0,0,50,100,1.0,8,0.1648,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-06 19:00:00,19,3,0,0,50,100,1.0,23,0.4525,1
Unnamed Parking,-1.259848,36.8644681,2026-08-06 19:00:00,19,3,0,0,50,100,1.19,21,0.4156,1
Travel House Parking,-1.2861727,36.8214386,2026-08-06 19:00:00,19,3,0,0,50,100,1.18,20,0.3985,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-06 19:00:00,19,3,0,0,50,100,1.0,18,0.3689,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-06 19:00:00,19,3,0,0,50,100,1.0,24,0.4899,1
Parking B,-1.2806414,36.8128716,2026-08-06 19:00:00,19,3,0,0,50,100,1.0,24,0.4758,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-06 19:00:00,19,3,0,0,50,100,1.0,17,0.3382,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-06 19:00:00,19,3,0,0,50,100,1.0,22,0.4326,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-06 20:00:00,20,3,0,0,50,100,1.0,16,0.3223,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-06 20:00:00,20,3,0,0,50,100,1.0,14,0.2896,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-06 20:00:00,20,3,0,0,50,100,1.0,17,0.3499,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-06 20:00:00,20,3,0,0,50,100,1.0,23,0.469,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-06 20:00:00,20,3,0,0,50,100,1.0,24,0.4763,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-06 20:00:00,20,3,0,0,50,300,1.15,22,0.441,1
Unnamed Parking,-1.25013,36.8202579,2026-08-06 20:00:00,20,3,0,0,50,100,1.16,23,0.458,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-06 20:00:00,20,3,0,0,50,100,1.0,22,0.4413,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-06 20:00:00,20,3,0,0,50,200,1.0,17,0.3487,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-06 20:00:00,20,3,0,0,50,50,1.0,22,0.4346,1
Student parking,-1.274479,36.805643,2026-08-06 20:00:00,20,3,0,0,50,100,1.0,23,0.464,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-06 20:00:00,20,3,0,0,50,100,1.0,23,0.4603,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-06 20:00:00,20,3,0,0,50,100,1.0,25,0.4951,1
Unnamed Parking,-1.259848,36.8644681,2026-08-06 20:00:00,20,3,0,0,50,100,1.19,23,0.4567,1
Travel House Parking,-1.2861727,36.8214386,2026-08-06 20:00:00,20,3,0,0,50,100,1.18,21,0.4281,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-06 20:00:00,20,3,0,0,50,100,1.0,24,0.4856,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-06 20:00:00,20,3,0,0,50,100,1.0,20,0.3979,1
Parking B,-1.2806414,36.8128716,2026-08-06 20:00:00,20,3,0,0,50,100,1.0,16,0.3295,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-06 20:00:00,20,3,0,0,50,100,1.0,19,0.387,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-06 20:00:00,20,3,0,0,50,100,1.0,17,0.3404,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-06 21:00:00,21,3,0,0,50,100,1.0,17,0.346,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-06 21:00:00,21,3,0,0,50,100,1.0,19,0.3884,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-06 21:00:00,21,3,0,0,50,100,1.0,17,0.3366,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-06 21:00:00,21,3,0,0,50,100,1.0,19,0.3754,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-06 21:00:00,21,3,0,0,50,100,1.0,12,0.2485,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-06 21:00:00,21,3,0,0,50,300,1.15,21,0.4171,1
Unnamed Parking,-1.25013,36.8202579,2026-08-06 21:00:00,21,3,0,0,50,100,1.16,20,0.4001,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-06 21:00:00,21,3,0,0,50,100,1.0,17,0.3346,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-06 21:00:00,21,3,0,0,50,200,1.0,23,0.4527,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-06 21:00:00,21,3,0,0,50,50,1.0,24,0.475,1
Student parking,-1.274479,36.805643,2026-08-06 21:00:00,21,3,0,0,50,100,1.0,14,0.2714,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-06 21:00:00,21,3,0,0,50,100,1.0,17,0.339,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-06 21:00:00,21,3,0,0,50,100,1.0,17,0.3385,1
Unnamed Parking,-1.259848,36.8644681,2026-08-06 21:00:00,21,3,0,0,50,100,1.19,16,0.3248,1
Travel House Parking,-1.2861727,36.8214386,2026-08-06 21:00:00,21,3,0,0,50,100,1.18,23,0.4664,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-06 21:00:00,21,3,0,0,50,100,1.0,19,0.3845,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-06 21:00:00,21,3,0,0,50,100,1.0,19,0.3788,1
Parking B,-1.2806414,36.8128716,2026-08-06 21:00:00,21,3,0,0,50,100,1.0,12,0.2397,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-06 21:00:00,21,3,0,0,50,100,1.0,23,0.4508,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-06 21:00:00,21,3,0,0,50,100,1.0,15,0.3009,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-06 22:00:00,22,3,0,0,50,100,1.0,20,0.4048,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-06 22:00:00,22,3,0,0,50,100,1.0,21,0.4222,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-06 22:00:00,22,3,0,0,50,100,1.0,25,0.5089,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-06 22:00:00,22,3,0,0,50,100,1.0,15,0.2953,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-06 22:00:00,22,3,0,0,50,100,1.0,8,0.1584,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-06 22:00:00,22,3,0,0,50,300,1.15,21,0.4147,1
Unnamed Parking,-1.25013,36.8202579,2026-08-06 22:00:00,22,3,0,0,50,100,1.16,27,0.544,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-06 22:00:00,22,3,0,0,50,100,1.0,25,0.4991,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-06 22:00:00,22,3,0,0,50,200,1.0,21,0.4168,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-06 22:00:00,22,3,0,0,50,50,1.0,18,0.3607,1
Student parking,-1.274479,36.805643,2026-08-06 22:00:00,22,3,0,0,50,100,1.0,23,0.4646,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-06 22:00:00,22,3,0,0,50,100,1.0,16,0.3221,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-06 22:00:00,22,3,0,0,50,100,1.0,22,0.4381,1
Unnamed Parking,-1.259848,36.8644681,2026-08-06 22:00:00,22,3,0,0,50,100,1.19,22,0.4404,1
Travel House Parking,-1.2861727,36.8214386,2026-08-06 22:00:00,22,3,0,0,50,100,1.18,24,0.4848,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-06 22:00:00,22,3,0,0,50,100,1.0,31,0.6208,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-06 22:00:00,22,3,0,0,50,100,1.0,22,0.4314,1
Parking B,-1.2806414,36.8128716,2026-08-06 22:00:00,22,3,0,0,50,100,1.0,18,0.3593,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-06 22:00:00,22,3,0,0,50,100,1.0,20,0.398,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-06 22:00:00,22,3,0,0,50,100,1.0,13,0.2585,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-07 06:00:00,6,4,0,0,50,100,1.0,17,0.3444,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-07 06:00:00,6,4,0,0,50,100,1.0,18,0.3673,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-07 06:00:00,6,4,0,0,50,100,1.0,18,0.3581,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-07 06:00:00,6,4,0,0,50,100,1.0,21,0.4122,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-07 06:00:00,6,4,0,0,50,100,1.0,17,0.3342,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-07 06:00:00,6,4,0,0,50,300,1.15,24,0.4897,1
Unnamed Parking,-1.25013,36.8202579,2026-08-07 06:00:00,6,4,0,0,50,100,1.16,20,0.4,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-07 06:00:00,6,4,0,0,50,100,1.0,20,0.3993,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-07 06:00:00,6,4,0,0,50,200,1.0,19,0.3738,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-07 06:00:00,6,4,0,0,50,50,1.0,21,0.4124,1
Student parking,-1.274479,36.805643,2026-08-07 06:00:00,6,4,0,0,50,100,1.0,23,0.466,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-07 06:00:00,6,4,0,0,50,100,1.0,17,0.3306,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-07 06:00:00,6,4,0,0,50,100,1.0,17,0.3474,1
Unnamed Parking,-1.259848,36.8644681,2026-08-07 06:00:00,6,4,0,0,50,100,1.19,19,0.3757,1
Travel House Parking,-1.2861727,36.8214386,2026-08-07 06:00:00,6,4,0,0,50,100,1.18,15,0.2923,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-07 06:00:00,6,4,0,0,50,100,1.0,17,0.3345,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-07 06:00:00,6,4,0,0,50,100,1.0,18,0.3619,1
Parking B,-1.2806414,36.8128716,2026-08-07 06:00:00,6,4,0,0,50,100,1.0,23,0.47,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-07 06:00:00,6,4,0,0,50,100,1.0,21,0.421,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-07 06:00:00,6,4,0,0,50,100,1.0,21,0.4155,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-07 07:00:00,7,4,0,0,50,100,1.0,23,0.4681,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-07 07:00:00,7,4,0,0,50,100,1.0,19,0.389,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-07 07:00:00,7,4,0,0,50,100,1.0,22,0.4312,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-07 07:00:00,7,4,0,0,50,100,1.0,20,0.3917,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-07 07:00:00,7,4,0,0,50,100,1.0,21,0.4212,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-07 07:00:00,7,4,0,0,50,300,1.15,18,0.3534,1
Unnamed Parking,-1.25013,36.8202579,2026-08-07 07:00:00,7,4,0,0,50,100,1.16,10,0.2049,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-07 07:00:00,7,4,0,0,50,100,1.0,19,0.3893,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-07 07:00:00,7,4,0,0,50,200,1.0,26,0.5138,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-07 07:00:00,7,4,0,0,50,50,1.0,24,0.4741,1
Student parking,-1.274479,36.805643,2026-08-07 07:00:00,7,4,0,0,50,100,1.0,24,0.4772,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-07 07:00:00,7,4,0,0,50,100,1.0,25,0.4989,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-07 07:00:00,7,4,0,0,50,100,1.0,20,0.4071,1
Unnamed Parking,-1.259848,36.8644681,2026-08-07 07:00:00,7,4,0,0,50,100,1.19,21,0.4158,1
Travel House Parking,-1.2861727,36.8214386,2026-08-07 07:00:00,7,4,0,0,50,100,1.18,18,0.3506,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-07 07:00:00,7,4,0,0,50,100,1.0,19,0.3747,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-07 07:00:00,7,4,0,0,50,100,1.0,22,0.4493,1
Parking B,-1.2806414,36.8128716,2026-08-07 07:00:00,7,4,0,0,50,100,1.0,25,0.4963,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-07 07:00:00,7,4,0,0,50,100,1.0,19,0.3888,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-07 07:00:00,7,4,0,0,50,100,1.0,18,0.364,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-07 08:00:00,8,4,0,0,50,100,1.0,43,0.85,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-07 08:00:00,8,4,0,0,50,100,1.0,45,0.8981,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-07 08:00:00,8,4,0,0,50,100,1.0,37,0.7345,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-07 08:00:00,8,4,0,0,50,100,1.0,33,0.6663,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-07 08:00:00,8,4,0,0,50,100,1.0,40,0.806,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-07 08:00:00,8,4,0,0,50,300,1.15,38,0.7523,1
Unnamed Parking,-1.25013,36.8202579,2026-08-07 08:00:00,8,4,0,0,50,100,1.16,40,0.8093,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-07 08:00:00,8,4,0,0,50,100,1.0,42,0.8382,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-07 08:00:00,8,4,0,0,50,200,1.0,41,0.8137,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-07 08:00:00,8,4,0,0,50,50,1.0,48,0.9662,0
Student parking,-1.274479,36.805643,2026-08-07 08:00:00,8,4,0,0,50,100,1.0,44,0.8761,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-07 08:00:00,8,4,0,0,50,100,1.0,44,0.874,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-07 08:00:00,8,4,0,0,50,100,1.0,45,0.8998,1
Unnamed Parking,-1.259848,36.8644681,2026-08-07 08:00:00,8,4,0,0,50,100,1.19,38,0.7589,1
Travel House Parking,-1.2861727,36.8214386,2026-08-07 08:00:00,8,4,0,0,50,100,1.18,47,0.9331,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-07 08:00:00,8,4,0,0,50,100,1.0,42,0.8439,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-07 08:00:00,8,4,0,0,50,100,1.0,45,0.9036,1
Parking B,-1.2806414,36.8128716,2026-08-07 08:00:00,8,4,0,0,50,100,1.0,38,0.7643,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-07 08:00:00,8,4,0,0,50,100,1.0,36,0.7257,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-07 08:00:00,8,4,0,0,50,100,1.0,46,0.9154,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-07 09:00:00,9,4,0,0,50,100,1.0,44,0.8801,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-07 09:00:00,9,4,0,0,50,100,1.0,39,0.7778,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-07 09:00:00,9,4,0,0,50,100,1.0,39,0.7804,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-07 09:00:00,9,4,0,0,50,100,1.0,47,0.94,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-07 09:00:00,9,4,0,0,50,100,1.0,38,0.7548,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-07 09:00:00,9,4,0,0,50,300,1.15,49,0.9814,0
Unnamed Parking,-1.25013,36.8202579,2026-08-07 09:00:00,9,4,0,0,50,100,1.16,39,0.778,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-07 09:00:00,9,4,0,0,50,100,1.0,45,0.9011,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-07 09:00:00,9,4,0,0,50,200,1.0,41,0.8237,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-07 09:00:00,9,4,0,0,50,50,1.0,45,0.8983,1
Student parking,-1.274479,36.805643,2026-08-07 09:00:00,9,4,0,0,50,100,1.0,40,0.8065,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-07 09:00:00,9,4,0,0,50,100,1.0,42,0.837,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-07 09:00:00,9,4,0,0,50,100,1.0,43,0.8533,1
Unnamed Parking,-1.259848,36.8644681,2026-08-07 09:00:00,9,4,0,0,50,100,1.19,38,0.7698,1
Travel House Parking,-1.2861727,36.8214386,2026-08-07 09:00:00,9,4,0,0,50,100,1.18,45,0.9093,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-07 09:00:00,9,4,0,0,50,100,1.0,40,0.8089,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-07 09:00:00,9,4,0,0,50,100,1.0,42,0.8317,1
Parking B,-1.2806414,36.8128716,2026-08-07 09:00:00,9,4,0,0,50,100,1.0,39,0.7705,1
